"card_id","card_name","source_enemy_id","source_name","rarity_tier","rarity_label","guardian_power_tier","guardian_power_label","race_id","level","guardian_sp_cost","not_in_book","source_hp","source_atk","source_def","source_spd","source_wis","card_battle_hp","card_battle_atk","card_battle_def","add_hp","add_mp","add_sp","add_str","add_stamina","add_wis","add_spd","add_atk","add_def","guardian_theme","guardian_archetype","guardian_signature","guardian_signature_note","specialization_mode","separation_adjustment_hp","source_focus","design_note"
"10062","北歐狼・契靈","123","北歐狼","common","常見","common","初階","14","18","10","Y","60","77","45","38","35","65","81","47","26","28","37","13","1","7","4","1","13","北狼霜獵","霜狼獸契","霜狼躍印","以敏捷與體力強化突襲。","manual","0","霜原突襲","初階護駕／北狼霜獵：以敏捷與體力強化突襲。 個性・霜狼躍印：以敏捷與體力強化突襲。 霜原突襲與原始面板折算已反映在九維加成。"
"10063","鱷魚・契靈","168","鱷魚","rare","稀有","veteran","熟練","14","38","30","Y","350","235","110","38","70","392","256","120","63","36","36","22","2","8","5","12","15","獵獸本能・鱷魚","獵獸本能","銳鋒印","以力量、敏捷與攻擊提升破陣能力。","generated","0","攻勢本能","熟練護駕／獵獸本能・鱷魚：掠食原型，以力量、敏捷與攻擊作為核心。 個性・銳鋒印：以力量、敏捷與攻擊提升破陣能力。 攻勢本能與原始面板折算已反映在九維加成。"
"10064","大鬣蜥・契靈","169","大鬣蜥","rare","稀有","elite","菁英","14","42","90","Y","350","385","150","43","10","392","420","164","114","44","55","24","4","10","7","17","18","獵獸本能・大鬣蜥","獵獸本能","獵心印","將速度轉為力量與攻擊節奏。","generated","0","攻勢本能","菁英護駕／獵獸本能・大鬣蜥：掠食原型，以力量、敏捷與攻擊作為核心。 個性・獵心印：將速度轉為力量與攻擊節奏。 攻勢本能與原始面板折算已反映在九維加成。"
"10065","黑豹・契靈","176","黑豹","uncommon","少見","veteran","熟練","14","24","30","Y","150","122","86","47","60","165","131","92","69","20","57","14","2","8","6","3","15","黑豹夜獵","豹靈獸契","豹影躍印","以敏捷與體力維持夜獵。","manual","0","夜獵突進","熟練護駕／黑豹夜獵：以敏捷與體力維持夜獵。 個性・豹影躍印：以敏捷與體力維持夜獵。 夜獵突進與原始面板折算已反映在九維加成。"
"10066","格特輪・契靈","180","格特輪","contract","契約","elite","菁英","1","40","90","Y","2300","280","100","48","100","2714","322","115","90","70","53","21","4","11","3","12","12","格特輪戰鑄","機械戰契","格特輪槌印","以力量與攻擊表現機械打擊。","manual","0","鑄鐵強攻","菁英護駕／格特輪戰鑄：以力量與攻擊表現機械打擊。 個性・格特輪槌印：以力量與攻擊表現機械打擊。 鑄鐵強攻與原始面板折算已反映在九維加成。"
"10067","鬥戰聖佛・契靈","378","鬥戰聖佛","contract","契約","sovereign","傳說首領","1","57","280","Y","20000","630","160","66","170","23600","725","184","276","126","131","36","11","16","14","37","23","鬥戰神通・鬥戰聖佛","鬥戰神通","獵心印","將速度轉為力量與攻擊節奏。","generated","0","攻勢本能","傳說首領護駕／鬥戰神通・鬥戰聖佛：神通百變，強調出手速度與攻勢。 個性・獵心印：將速度轉為力量與攻擊節奏。 攻勢本能與原始面板折算已反映在九維加成。"
"10068","鬥戰聖佛分身・契靈","379","鬥戰聖佛分身","contract","契約","boss","首領","1","50","160","Y","8000","580","140","60","160","9440","667","161","177","89","97","32","6","13","11","28","17","鬥戰神通・鬥戰聖佛分身","鬥戰神通","銳鋒印","以力量、敏捷與攻擊提升破陣能力。","generated","0","攻勢本能","首領護駕／鬥戰神通・鬥戰聖佛分身：神通百變，強調出手速度與攻勢。 個性・銳鋒印：以力量、敏捷與攻擊提升破陣能力。 攻勢本能與原始面板折算已反映在九維加成。"
"10069","教眾長老・契靈","380","教眾長老","rare","稀有","elite","菁英","23","48","90","Y","1200","380","148","58","180","1344","414","161","108","52","53","22","4","11","3","14","12","教眾軍師","教團戰契","軍師刃印","以力量與攻擊轉化軍師壓制。","manual","0","軍陣破局","菁英護駕／教眾軍師：以力量與攻擊轉化軍師壓制。 個性・軍師刃印：以力量與攻擊轉化軍師壓制。 軍陣破局與原始面板折算已反映在九維加成。"
"10070","黃八・契靈","381","黃八","contract","契約","elite","菁英","23","45","90","Y","5800","360","158","55","180","6844","414","182","114","46","53","22","4","11","3","14","12","黃八奇襲","奇兵戰契","黃八鋒印","以力量與攻擊強化奇襲。","manual","0","奇兵破陣","菁英護駕／黃八奇襲：以力量與攻擊強化奇襲。 個性・黃八鋒印：以力量與攻擊強化奇襲。 奇兵破陣與原始面板折算已反映在九維加成。"
"10071","人屍・契靈","382","人屍","contract","契約","boss","首領","3","50","160","Y","3000","522","158","60","180","3540","600","182","165","97","87","26","6","13","5","21","11","屍潮衝鋒","屍靈首領","屍潮刃印","以力量與攻擊帶動屍潮。","manual","0","屍軍突進","首領護駕／屍潮衝鋒：以力量與攻擊帶動屍潮。 個性・屍潮刃印：以力量與攻擊帶動屍潮。 屍軍突進與原始面板折算已反映在九維加成。"
"10072","蜃樓石頭妖・契靈","383","蜃樓石頭妖","contract","契約","elite","菁英","8","45","90","Y","3500","350","150","40","40","4130","402","173","96","72","69","24","4","13","6","15","6","蜃景幻術・蜃樓石頭妖","蜃景幻術","銳鋒印","以力量、敏捷與攻擊提升破陣能力。","generated","0","攻勢本能","菁英護駕／蜃景幻術・蜃樓石頭妖：幻景惑敵，偏向靈力、智慧與迅捷。 個性・銳鋒印：以力量、敏捷與攻擊提升破陣能力。 攻勢本能與原始面板折算已反映在九維加成。"
"10073","蜃樓財寶怪・契靈","384","蜃樓財寶怪","contract","契約","elite","菁英","8","40","90","Y","2500","280","100","44","40","2950","322","115","102","55","59","19","4","12","3","9","6","財寶幻匣","寶靈幻契","寶匣靈印","以靈力與智慧支撐幻匣。","manual","0","寶匣術式","菁英護駕／財寶幻匣：以靈力與智慧支撐幻匣。 個性・寶匣靈印：以靈力與智慧支撐幻匣。 寶匣術式與原始面板折算已反映在九維加成。"
"10074","響尾蛇・契靈","385","響尾蛇","contract","契約","veteran","熟練","14","23","30","Y","135","115","64","48","20","159","132","74","63","26","69","14","2","8","6","3","3","響尾震襲","響尾毒契","響尾行印","以體力與敏捷形成震襲。","manual","0","震尾游擊","熟練護駕／響尾震襲：以體力與敏捷形成震襲。 個性・響尾行印：以體力與敏捷形成震襲。 震尾游擊與原始面板折算已反映在九維加成。"
"10075","大棕熊・契靈","386","大棕熊","uncommon","少見","veteran","熟練","14","26","30","Y","165","126","92","43","13","182","135","98","69","20","69","14","2","8","6","3","3","棕熊厚掌","熊靈獸契","厚掌獵印","以敏捷與體力維持熊掌壓迫。","manual","0","厚掌追獵","熟練護駕／棕熊厚掌：以敏捷與體力維持熊掌壓迫。 個性・厚掌獵印：以敏捷與體力維持熊掌壓迫。 厚掌追獵與原始面板折算已反映在九維加成。"
"10076","銀背金剛・契靈","387","銀背金剛","uncommon","少見","veteran","熟練","14","23","30","Y","140","126","80","40","20","154","135","86","60","48","24","29","5","2","3","12","27","巨力鎮守・銀背金剛","巨力鎮守","銳鋒印","以力量、敏捷與攻擊提升破陣能力。","generated","0","攻勢本能","熟練護駕／巨力鎮守・銀背金剛：巨力原型，以力量、耐力與正面壓制見長。 個性・銳鋒印：以力量、敏捷與攻擊提升破陣能力。 攻勢本能與原始面板折算已反映在九維加成。"
"10077","紅鬃猿・契靈","388","紅鬃猿","uncommon","少見","veteran","熟練","14","22","30","Y","105","112","80","45","10","116","120","86","51","38","45","20","2","2","6","3","27","紅猿躍擊","猿靈獸契","紅猿風印","以敏捷與體力維持躍擊。","manual","0","躍擊游獵","熟練護駕／紅猿躍擊：以敏捷與體力維持躍擊。 個性・紅猿風印：以敏捷與體力維持躍擊。 躍擊游獵與原始面板折算已反映在九維加成。"
"10078","奧斯曼・契靈","389","奧斯曼","contract","契約","veteran","熟練","23","30","30","Y","400","160","85","47","100","472","184","98","57","40","20","24","2","3","2","8","27","奧斯曼劍術","沙漠戰契","奧斯曼鋒印","以力量與攻擊表現劍術。","manual","0","劍術破陣","熟練護駕／奧斯曼劍術：以力量與攻擊表現劍術。 個性・奧斯曼鋒印：以力量與攻擊表現劍術。 劍術破陣與原始面板折算已反映在九維加成。"
"10079","沙漠綠蠍・契靈","393","沙漠綠蠍","uncommon","少見","veteran","熟練","14","25","30","Y","200","120","68","38","40","220","128","73","67","26","32","26","2","2","5","12","27","伏毒奇襲・沙漠綠蠍","伏毒奇襲","破軍印","把加護集中於力量與正面攻勢。","generated","0","攻勢本能","熟練護駕／伏毒奇襲・沙漠綠蠍：伏擊型原型，將加護轉為迅捷與體力。 個性・破軍印：把加護集中於力量與正面攻勢。 攻勢本能與原始面板折算已反映在九維加成。"
"10080","地獄妖貓・契靈","394","地獄妖貓","contract","契約","veteran","熟練","3","35","30","Y","150","138","90","53","90","177","159","103","73","39","55","20","2","6","9","3","28","幽冥魔能・地獄妖貓","幽冥魔能","追風印","以速度、體力與靈力掌握先機。","generated","0","迅捷本能","熟練護駕／幽冥魔能・地獄妖貓：幽冥原型，將加護傾向靈力與智慧。 個性・追風印：以速度、體力與靈力掌握先機。 迅捷本能與原始面板折算已反映在九維加成。"
"10081","高地骷髏妖・契靈","395","高地骷髏妖","contract","契約","veteran","熟練","3","31","30","Y","700","127","85","60","70","826","146","98","45","59","73","20","2","6","9","4","22","幽冥魔能・高地骷髏妖","幽冥魔能","疾影印","以體力與敏捷搶先行動。","generated","0","迅捷本能","熟練護駕／幽冥魔能・高地骷髏妖：幽冥原型，將加護傾向靈力與智慧。 個性・疾影印：以體力與敏捷搶先行動。 迅捷本能與原始面板折算已反映在九維加成。"
"10082","弒肉妖・契靈","396","弒肉妖","contract","契約","veteran","熟練","8","25","30","Y","480","75","62","42","50","566","86","71","51","38","51","20","2","2","6","3","21","噬肉疾獵","噬肉靈契","噬肉風印","以體力與敏捷維持疾獵。","manual","0","疾獵游擊","熟練護駕／噬肉疾獵：以體力與敏捷維持疾獵。 個性・噬肉風印：以體力與敏捷維持疾獵。 疾獵游擊與原始面板折算已反映在九維加成。"
"10083","赤尾蠍子・契靈","397","赤尾蠍子","common","常見","common","初階","14","17","10","Y","40","50","43","28","14","43","53","45","32","22","31","19","1","1","4","1","19","赤尾毒鞭","蠍靈毒契","赤尾躍印","以體力與敏捷表現毒鞭。","manual","0","毒鞭迅擊","初階護駕／赤尾毒鞭：以體力與敏捷表現毒鞭。 個性・赤尾躍印：以體力與敏捷表現毒鞭。 毒鞭迅擊與原始面板折算已反映在九維加成。"
"10084","加賽因・契靈","398","加賽因","contract","契約","veteran","熟練","9","23","30","Y","100","48","25","28","43","118","55","29","63","26","51","20","2","2","6","3","21","加賽因疾行","遊俠靈契","加賽行印","以體力與敏捷維持疾行。","manual","0","遊俠游擊","熟練護駕／加賽因疾行：以體力與敏捷維持疾行。 個性・加賽行印：以體力與敏捷維持疾行。 遊俠游擊與原始面板折算已反映在九維加成。"
"10085","修道院院長・契靈","399","修道院院長","contract","契約","veteran","熟練","23","20","30","Y","135","53","48","30","50","159","61","55","69","34","60","20","3","6","8","4","24","修行護持・修道院院長","修行護持","疾影印","以體力與敏捷搶先行動。","generated","0","迅捷本能","熟練護駕／修行護持・修道院院長：修行者的定力，著重智慧、靈力與守勢。 個性・疾影印：以體力與敏捷搶先行動。 迅捷本能與原始面板折算已反映在九維加成。"
"10086","梅羅文加軍人・契靈","400","梅羅文加軍人","common","常見","common","初階","23","3","10","Y","15","15","12","17","10","16","16","13","32","38","42","19","4","1","7","2","17","軍陣守勢・梅羅文加軍人（400）","軍陣守勢","追風印","以速度、體力與靈力掌握先機。","generated","0","迅捷本能","初階護駕／軍陣守勢・梅羅文加軍人（400）：軍陣原型，將加護投入耐力與防禦。 個性・追風印：以速度、體力與靈力掌握先機。 迅捷本能與原始面板折算已反映在九維加成。"
"10087","死靈騎士・契靈","403","死靈騎士","contract","契約","boss","首領","1","56","160","Y","3000","530","160","62","120","3540","610","184","181","106","80","32","8","11","5","20","24","幽冥魔能・死靈騎士","幽冥魔能","壓陣印","以生命與力量維持穩定壓制。","generated","0","攻勢本能","首領護駕／幽冥魔能・死靈騎士：幽冥原型，將加護傾向靈力與智慧。 個性・壓陣印：以生命與力量維持穩定壓制。 攻勢本能與原始面板折算已反映在九維加成。"
"10088","教士・契靈","407","教士","common","常見","common","初階","23","6","10","Y","24","30","20","29","30","26","32","21","32","36","44","20","3","5","5","3","16","修行護持・教士","修行護持","掠行印","以敏捷與攻擊維持遊擊節奏。","generated","0","迅捷本能","初階護駕／修行護持・教士：修行者的定力，著重智慧、靈力與守勢。 個性・掠行印：以敏捷與攻擊維持遊擊節奏。 迅捷本能與原始面板折算已反映在九維加成。"
"10089","武僧・契靈","408","武僧","common","常見","common","初階","23","8","10","Y","38","35","23","25","20","41","37","24","38","30","40","21","2","5","4","4","16","修行護持・武僧","修行護持","獵心印","將速度轉為力量與攻擊節奏。","generated","0","迅捷本能","初階護駕／修行護持・武僧：修行者的定力，著重智慧、靈力與守勢。 個性・獵心印：將速度轉為力量與攻擊節奏。 迅捷本能與原始面板折算已反映在九維加成。"
"10090","梅羅文加軍人・契靈","409","梅羅文加軍人","common","常見","common","初階","23","7","10","Y","28","34","23","32","20","30","36","24","52","10","44","20","5","1","5","4","17","軍陣守勢・梅羅文加軍人（409）","軍陣守勢","掠行印","以敏捷與攻擊維持遊擊節奏。","generated","0","迅捷本能","初階護駕／軍陣守勢・梅羅文加軍人（409）：軍陣原型，將加護投入耐力與防禦。 個性・掠行印：以敏捷與攻擊維持遊擊節奏。 迅捷本能與原始面板折算已反映在九維加成。"
"10091","威尼斯水軍・契靈","410","威尼斯水軍","common","常見","common","初階","23","15","10","Y","80","70","58","48","35","86","74","61","28","34","46","21","4","1","4","5","11","軍陣守勢・威尼斯水軍","軍陣守勢","獵心印","將速度轉為力量與攻擊節奏。","generated","0","迅捷本能","初階護駕／軍陣守勢・威尼斯水軍：軍陣原型，將加護投入耐力與防禦。 個性・獵心印：將速度轉為力量與攻擊節奏。 迅捷本能與原始面板折算已反映在九維加成。"
"10092","黑衣大食兵・契靈","411","黑衣大食兵","rare","稀有","veteran","熟練","23","35","30","Y","220","220","65","43","95","246","240","71","59","42","42","26","5","2","3","10","13","軍陣守勢・黑衣大食兵","軍陣守勢","銳鋒印","以力量、敏捷與攻擊提升破陣能力。","generated","0","攻勢本能","熟練護駕／軍陣守勢・黑衣大食兵：軍陣原型，將加護投入耐力與防禦。 個性・銳鋒印：以力量、敏捷與攻擊提升破陣能力。 攻勢本能與原始面板折算已反映在九維加成。"
"10093","白衣大食兵・契靈","412","白衣大食兵","uncommon","少見","veteran","熟練","23","32","30","Y","220","200","60","45","95","242","214","64","65","32","46","24","5","2","4","9","13","軍陣守勢・白衣大食兵","軍陣守勢","獵心印","將速度轉為力量與攻擊節奏。","generated","0","攻勢本能","熟練護駕／軍陣守勢・白衣大食兵：軍陣原型，將加護投入耐力與防禦。 個性・獵心印：將速度轉為力量與攻擊節奏。 攻勢本能與原始面板折算已反映在九維加成。"
"10094","唐軍步卒・契靈","416","唐軍步卒","uncommon","少見","veteran","熟練","10","33","30","Y","250","204","64","45","100","275","218","68","81","34","38","24","7","3","2","8","13","軍陣守勢・唐軍步卒","軍陣守勢","壓陣印","以生命與力量維持穩定壓制。","generated","0","攻勢本能","熟練護駕／軍陣守勢・唐軍步卒：軍陣原型，將加護投入耐力與防禦。 個性・壓陣印：以生命與力量維持穩定壓制。 攻勢本能與原始面板折算已反映在九維加成。"
"10095","道士・契靈","433","道士","contract","契約","elite","菁英","23","45","90","Y","680","360","158","55","180","802","414","182","114","46","53","28","4","5","3","14","12","道門劍訣","道門武契","劍訣鋒印","以力量與攻擊展現劍訣。","manual","0","劍訣強攻","菁英護駕／道門劍訣：以力量與攻擊展現劍訣。 個性・劍訣鋒印：以力量與攻擊展現劍訣。 劍訣強攻與原始面板折算已反映在九維加成。"
"10096","蔡魔王・契靈","438","蔡魔王","contract","契約","boss","首領","1","99","160","Y","10000","100","100","40","0","11800","115","115","203","111","151","24","11","10","14","11","14","魔王蓄勢・蔡魔王","魔王蓄勢","追風印","以速度、體力與靈力掌握先機。","generated","0","迅捷本能","首領護駕／魔王蓄勢・蔡魔王：魔王蓄勢，以龐大生命轉化為續戰與術法儲備。 個性・追風印：以速度、體力與靈力掌握先機。 迅捷本能與原始面板折算已反映在九維加成。"
"10097","NAME1032・契靈","2202","NAME1032","contract","契約","boss","首領","23","50","160","Y","10000","550","66","72","80","11800","633","76","181","83","87","32","7","6","5","21","11","異域戰將","異域首領","異域鋒印","以力量與攻擊代表戰將壓制。","manual","0","異域破陣","首領護駕／異域戰將：以力量與攻擊代表戰將壓制。 個性・異域鋒印：以力量與攻擊代表戰將壓制。 異域破陣與原始面板折算已反映在九維加成。"
